No,ENZY_ACC_ID,ENZYME,E3_GN,E3_Alias,E3_PN,SUB_ACC_ID,SUBSTRATE,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
55,Q9UM11,FZR1_HUMAN,FZR1,FZR1~~CDH1~~FYR~~FZR~~KIAA1242,Fizzy-related protein homolog ~~Fzr~~CDC20-like protein 1~~Cdh1/Hct1 homolog~~hCDH1,Q9HAW4,CLSPN_HUMAN,CLSPN,CLSPN,Claspin ~~hClaspin,Homo sapiens (Human),Homo sapiens (Human),18662541
56,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P98177,FOXO4_HUMAN,FOXO4,FOXO4~~AFX~~AFX1~~MLLT7,Forkhead box protein O4 ~~Fork head domain transcription factor AFX1,Homo sapiens (Human),Homo sapiens (Human),18665269
57,Q9Y4K3,TRAF6_HUMAN,TRAF6,TRAF6~~RNF85,TNF receptor-associated factor 6 ~~E3 ubiquitin-protein ligase TRAF6~~Interleukin-1 signal transducer~~RING finger protein 85~~RING-type E3 ubiquitin transferase TRAF6,Q14192,FHL2_HUMAN,FHL2,FHL2~~DRAL~~SLIM3,Four and a half LIM domains protein 2 ~~FHL-2~~LIM domain protein DRAL~~Skeletal muscle LIM-protein 3~~SLIM-3,Homo sapiens (Human),Homo sapiens (Human),18768464
58,O00308,WWP2_HUMAN,WWP2,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2 ~~Atrophin-1-interacting protein 2~~AIP2~~HECT-type E3 ubiquitin transferase WWP2~~WW domain-containing protein 2,P49281,NRAM2_HUMAN,SLC11A2,SLC11A2~~DCT1~~DMT1~~NRAMP2~~OK~~SW-cl.20,Natural resistance-associated macrophage protein 2 ~~NRAMP 2~~Divalent cation transporter 1~~Divalent metal transporter 1~~DMT-1~~Solute carrier family 11 member 2,Homo sapiens (Human),Homo sapiens (Human),18776082
59,Q96Q27,ASB2_HUMAN,ASB2,ASB2,Ankyrin repeat and SOCS box protein 2 ~~ASB-2,P21333,FLNA_HUMAN,FLNA,FLNA~~FLN~~FLN1,Filamin-A ~~FLN-A~~Actin-binding protein 280~~ABP-280~~Alpha-filamin~~Endothelial actin-binding protein~~Filamin-1~~Non-muscle filamin,Homo sapiens (Human),Homo sapiens (Human),18799729
60,P00748,FA12_HUMAN,F12,F12,Coagulation factor XII ~~Hageman factor~~HAF ,Q16665,HIF1A_HUMAN,HIF1A,HIF1A~~BHLHE78~~MOP1~~PASD8,Hypoxia-inducible factor 1-alpha ~~HIF-1-alpha~~HIF1-alpha~~ARNT-interacting protein~~Basic-helix-loop-helix-PAS protein MOP1~~Class E basic helix-loop-helix protein 78~~bHLHe78~~Member of PAS protein 1~~PAS domain-containing protein 8,Homo sapiens (Human),Homo sapiens (Human),18838541
61,Q9Y297,FBW1A_HUMAN,BTRC,BTRC~~BTRCP~~FBW1A~~FBXW1A,F-box/WD repeat-containing protein 1A ~~E3RSIkappaB~~Epididymis tissue protein Li 2a~~F-box and WD repeats protein beta-TrCP~~pIkappaBalpha-E3 receptor subunit,P24864,CCNE1_HUMAN,CCNE1,CCNE1~~CCNE,G1/S-specific cyclin-E1,Homo sapiens (Human),Homo sapiens (Human),18851830
62,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q7LG56,RIR2B_HUMAN,RRM2B,RRM2B~~P53R2,Ribonucleoside-diphosphate reductase subunit M2 B ~~TP53-inducible ribonucleotide reductase M2 B~~p53-inducible ribonucleotide reductase small subunit 2-like protein~~p53R2,Homo sapiens (Human),Homo sapiens (Human),19015526
63,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P14316,IRF2_HUMAN,IRF2,IRF2,Interferon regulatory factor 2 ~~IRF-2,Homo sapiens (Human),Homo sapiens (Human),19032150
64,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,P31749,AKT1_HUMAN,AKT1,AKT1~~PKB~~RAC,RAC-alpha serine/threonine-protein kinase ~~Protein kinase B~~PKB~~Protein kinase B alpha~~PKB alpha~~Proto-oncogene c-Akt~~RAC-PK-alpha,Homo sapiens (Human),Homo sapiens (Human),19074868
65,P49427,UB2R1_HUMAN,CDC34,CDC34~~UBCH3~~UBE2R1,Ubiquitin-conjugating enzyme E2 R1 ~~E3-independent E2 ubiquitin-conjugating enzyme R1 ~~E2 ubiquitin-conjugating enzyme R1~~Ubiquitin-conjugating enzyme E2-32 kDa complementing~~Ubiquitin-conjugating enzyme E2-CDC34~~Ubiquitin-protein ligase R1,P46527,CDN1B_HUMAN,CDKN1B,CDKN1B~~KIP1,Cyclin-dependent kinase inhibitor 1B ~~Cyclin-dependent kinase inhibitor p27~~p27Kip1,Homo sapiens (Human),Homo sapiens (Human),19123975
66,Q8IYW5,RN168_HUMAN,RNF168,RNF168,E3 ubiquitin-protein ligase RNF168 ~~hRNF168 ~~RING finger protein 168~~RING-type E3 ubiquitin transferase RNF168,Q16777,H2A2C_HUMAN,H2AC20,H2AC20~~H2AFQ~~HIST2H2AC,Histone H2A type 2-C ~~H2A-clustered histone 20~~Histone H2A-GL101~~Histone H2A/q,Homo sapiens (Human),Homo sapiens (Human),19203578
67,Q9NS91,RAD18_HUMAN,RAD18,RAD18~~RNF73,E3 ubiquitin-protein ligase RAD18 ~~Postreplication repair protein RAD18~~hHR18~~hRAD18~~RING finger protein 73~~RING-type E3 ubiquitin transferase RAD18,Q12888,TP53B_HUMAN,TP53BP1,TP53BP1,TP53-binding protein 1 ~~53BP1~~p53-binding protein 1~~p53BP1,Homo sapiens (Human),Homo sapiens (Human),19228710
68,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,Q8IZQ8,MYCD_HUMAN,MYOCD,MYOCD~~MYCD,Myocardin,Homo sapiens (Human),Homo sapiens (Human),19237536
69,O43255,SIAH2_HUMAN,SIAH2,SIAH2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~hSiah2,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
70,Q05086,UBE3A_HUMAN,UBE3A,UBE3A~~E6AP~~EPVE6AP~~HPVE6A,Ubiquitin-protein ligase E3A ~~E6AP ubiquitin-protein ligase~~HECT-type ubiquitin transferase E3A~~Human papillomavirus E6-associated protein~~Oncogenic protein-associated protein E6-AP~~Renal carcinoma antigen NY-REN-54,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
71,P46934,NEDD4_HUMAN,NEDD4,NEDD4~~KIAA0093~~NEDD4-1~~PIG53,E3 ubiquitin-protein ligase NEDD4 ~~Cell proliferation-inducing gene 53 protein~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
72,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
73,Q9Y297,FBW1A_HUMAN,BTRC,BTRC~~BTRCP~~FBW1A~~FBXW1A,F-box/WD repeat-containing protein 1A ~~E3RSIkappaB~~Epididymis tissue protein Li 2a~~F-box and WD repeats protein beta-TrCP~~pIkappaBalpha-E3 receptor subunit,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
74,Q969Q1,TRI63_HUMAN,TRIM63,TRIM63~~IRF~~MURF1~~RNF28~~SMRZ,E3 ubiquitin-protein ligase TRIM63 ~~Iris RING finger protein~~Muscle-specific RING finger protein 1~~MuRF-1~~MuRF1~~RING finger protein 28~~RING-type E3 ubiquitin transferase TRIM63~~Striated muscle RING zinc finger protein~~Tripartite motif-containing protein 63,P19237,TNNI1_HUMAN,TNNI1,TNNI1,"Troponin I, slow skeletal muscle ~~Troponin I, slow-twitch isoform",Homo sapiens (Human),Homo sapiens (Human),19240029
75,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,P55036,PSMD4_HUMAN,PSMD4,PSMD4~~MCB1,26S proteasome non-ATPase regulatory subunit 4 ~~26S proteasome regulatory subunit RPN10~~26S proteasome regulatory subunit S5A~~Antisecretory factor 1~~AF~~ASF~~Multiubiquitin chain-binding protein,Homo sapiens (Human),Homo sapiens (Human),19240029
76,Q9Y4B6,DCAF1_HUMAN,DCAF1,DCAF1~~KIAA0800~~RIP~~VPRBP,DDB1- and CUL4-associated factor 1 ~~HIV-1 Vpr-binding protein~~VprBP~~Serine/threonine-protein kinase VPRBP ~~Vpr-interacting protein,O75449,KTNA1_HUMAN,KATNA1,KATNA1,Katanin p60 ATPase-containing subunit A1 ~~Katanin p60 subunit A1 ~~p60 katanin,Homo sapiens (Human),Homo sapiens (Human),19287380
77,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q12778,FOXO1_HUMAN,FOXO1,FOXO1~~FKHR~~FOXO1A,Forkhead box protein O1 ~~Forkhead box protein O1A~~Forkhead in rhabdomyosarcoma,Homo sapiens (Human),Homo sapiens (Human),19321440
78,Q6P3S6,FBX42_HUMAN,FBXO42,FBXO42~~FBX42~~JFK~~KIAA1332,F-box only protein 42 ~~Just one F-box and Kelch domain-containing protein,P04637,P53_HUMAN,TP53,TP53~~P53,Cellular tumor antigen p53 ~~Antigen NY-CO-13~~Phosphoprotein p53~~Tumor suppressor p53,Homo sapiens (Human),Homo sapiens (Human),19509332
79,Q05086,UBE3A_HUMAN,UBE3A,UBE3A~~E6AP~~EPVE6AP~~HPVE6A,Ubiquitin-protein ligase E3A ~~E6AP ubiquitin-protein ligase~~HECT-type ubiquitin transferase E3A~~Human papillomavirus E6-associated protein~~Oncogenic protein-associated protein E6-AP~~Renal carcinoma antigen NY-REN-54,P46527,CDN1B_HUMAN,CDKN1B,CDKN1B~~KIP1,Cyclin-dependent kinase inhibitor 1B ~~Cyclin-dependent kinase inhibitor p27~~p27Kip1,Homo sapiens (Human),Homo sapiens (Human),19591933
80,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,P34932,HSP74_HUMAN,HSPA4,HSPA4~~APG2,Heat shock 70 kDa protein 4 ~~HSP70RY~~Heat shock 70-related protein APG-2,Homo sapiens (Human),Homo sapiens (Human),19648119
81,Q9UKV5,AMFR_HUMAN,AMFR,AMFR~~RNF45,E3 ubiquitin-protein ligase AMFR ~~Autocrine motility factor receptor~~AMF receptor~~RING finger protein 45~~RING-type E3 ubiquitin transferase AMFR~~gp78,P00441,SODC_HUMAN,SOD1,SOD1,Superoxide dismutase [Cu-Zn] ~~Superoxide dismutase 1~~hSod1,Homo sapiens (Human),Homo sapiens (Human),19661182
82,Q9BYM8,HOIL1_HUMAN,RBCK1,RBCK1~~C20orf18~~RNF54~~UBCE7IP3~~XAP3~~XAP4,RanBP-type and C3HC4-type zinc finger-containing protein 1 ~~HBV-associated factor 4~~Heme-oxidized IRP2 ubiquitin ligase 1~~HOIL-1~~Hepatitis B virus X-associated protein 4~~RING finger protein 54~~RING-type E3 ubiquitin transferase HOIL-1~~Ubiquitin-conjugating enzyme 7-interacting protein 3,Q9Y6K9,NEMO_HUMAN,IKBKG,IKBKG~~FIP3~~NEMO,NF-kappa-B essential modulator ~~NEMO~~FIP-3~~IkB kinase-associated protein 1~~IKKAP1~~Inhibitor of nuclear factor kappa-B kinase subunit gamma~~I-kappa-B kinase subunit gamma~~IKK-gamma~~IKKG~~IkB kinase subunit gamma~~NF-kappa-B essential modifier,Homo sapiens (Human),Homo sapiens (Human),19675569
83,Q96FA3,PELI1_HUMAN,PELI1,PELI1~~PRISM,E3 ubiquitin-protein ligase pellino homolog 1 ~~Pellino-1 ~~Pellino-related intracellular-signaling molecule~~RING-type E3 ubiquitin transferase pellino homolog 1,Q13546,RIPK1_HUMAN,RIPK1,RIPK1~~RIP~~RIP1,Receptor-interacting serine/threonine-protein kinase 1 ~~Cell death protein RIP~~Receptor-interacting protein 1~~RIP-1,Homo sapiens (Human),Homo sapiens (Human),19734906
84,Q9NX47,MARH5_HUMAN,MARCHF5,MARCHF5~~MARCH5~~RNF153,E3 ubiquitin-protein ligase MARCHF5 ~~Membrane-associated RING finger protein 5~~Membrane-associated RING-CH protein V~~MARCH-V~~Mitochondrial ubiquitin ligase~~MITOL~~RING finger protein 153~~RING-type E3 ubiquitin transferase MARCHF5,P00441,SODC_HUMAN,SOD1,SOD1,Superoxide dismutase [Cu-Zn] ~~Superoxide dismutase 1~~hSod1,Homo sapiens (Human),Homo sapiens (Human),19741096
85,Q8WZ19,BACD1_HUMAN,KCTD13,KCTD13~~BACURD1~~PDIP1~~POLDIP1~~FKSG86~~PP6832,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 ~~hBACURD1~~BTB/POZ domain-containing protein KCTD13~~Polymerase delta-interacting protein 1~~TNFAIP1-like protein,P61586,RHOA_HUMAN,RHOA,RHOA~~ARH12~~ARHA~~RHO12,Transforming protein RhoA ~~Rho cDNA clone 12~~h12,Homo sapiens (Human),Homo sapiens (Human),19782033
86,Q13829,BACD2_HUMAN,TNFAIP1,TNFAIP1~~BACURD2~~EDP1,"BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 ~~hBACURD2~~BTB/POZ domain-containing protein TNFAIP1~~Protein B12~~Tumor necrosis factor, alpha-induced protein 1, endothelial",P61586,RHOA_HUMAN,RHOA,RHOA~~ARH12~~ARHA~~RHO12,Transforming protein RhoA ~~Rho cDNA clone 12~~h12,Homo sapiens (Human),Homo sapiens (Human),19782033
87,Q8TDB6,DTX3L_HUMAN,DTX3L,DTX3L~~BBAP,E3 ubiquitin-protein ligase DTX3L ~~B-lymphoma- and BAL-associated protein~~Protein deltex-3-like~~RING-type E3 ubiquitin transferase DTX3L~~Rhysin-2~~Rhysin2,P62805,H4_HUMAN,H4C1,H4C1~~H4~~A~~H4FA~~HIST1H4A;~~H4C2~~H4~~I~~H4FI~~HIST1H4B;~~H4C3~~H4~~G~~H4FG~~HIST1H4C;~~H4C4~~H4~~B~~H4FB~~HIST1H4D;~~H4C5~~H4~~J~~H4FJ~~HIST1H4E;~~H4C6~~H4~~C~~H4FC~~HIST1H4F;~~H4C8~~H4~~H~~H4FH~~HIST1H4H;~~H4C9~~H4~~M~~H4FM~~HIST1H4I;~~H4C11~~H4~~E~~H4FE~~HIST1H4J;~~H4C12~~H4~~D~~H4FD~~HIST1H4K;~~H4C13~~H4~~K~~H4FK~~HIST1H4L;~~H4C14~~H4~~N~~H4F2~~H4FN~~HIST2H4~~HIST2H4A;~~H4C15~~H4~~O~~H4FO~~HIST2H4B;~~H4-16~~HIST4H4,Histone H4,Homo sapiens (Human),Homo sapiens (Human),19818714
88,Q14145,KEAP1_HUMAN,KEAP1,KEAP1~~INRF2~~KIAA0132~~KLHL19,Kelch-like ECH-associated protein 1 ~~Cytosolic inhibitor of Nrf2~~INrf2~~Kelch-like protein 19,O14920,IKKB_HUMAN,IKBKB,IKBKB~~IKKB,Inhibitor of nuclear factor kappa-B kinase subunit beta ~~I-kappa-B-kinase beta~~IKK-B~~IKK-beta~~IkBKB ~~I-kappa-B kinase 2~~IKK2~~Nuclear factor NF-kappa-B inhibitor kinase beta~~NFKBIKB,Homo sapiens (Human),Homo sapiens (Human),19818716
89,Q12834,CDC20_HUMAN,CDC20,CDC20,Cell division cycle protein 20 homolog ~~p55CDC,P20248,CCNA2_HUMAN,CCNA2,CCNA2~~CCN1~~CCNA,Cyclin-A2 ~~Cyclin-A~~Cyclin A,Homo sapiens (Human),Homo sapiens (Human),19826003
90,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,Q9Y6K9,NEMO_HUMAN,IKBKG,IKBKG~~FIP3~~NEMO,NF-kappa-B essential modulator ~~NEMO~~FIP-3~~IkB kinase-associated protein 1~~IKKAP1~~Inhibitor of nuclear factor kappa-B kinase subunit gamma~~I-kappa-B kinase subunit gamma~~IKK-gamma~~IKKG~~IkB kinase subunit gamma~~NF-kappa-B essential modifier,Homo sapiens (Human),Homo sapiens (Human),19880420
91,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,P07900,HS90A_HUMAN,HSP90AA1,HSP90AA1~~HSP90A~~HSPC1~~HSPCA,Heat shock protein HSP 90-alpha ~~Heat shock 86 kDa~~HSP 86~~HSP86~~Lipopolysaccharide-associated protein 2~~LAP-2~~LPS-associated protein 2~~Renal carcinoma antigen NY-REN-38,Homo sapiens (Human),Homo sapiens (Human),19913553
92,P46934,NEDD4_HUMAN,NEDD4,NEDD4~~KIAA0093~~NEDD4-1~~PIG53,E3 ubiquitin-protein ligase NEDD4 ~~Cell proliferation-inducing gene 53 protein~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,Q9Y3C5,RNF11_HUMAN,RNF11,RNF11~~CGI-123,RING finger protein 11,Homo sapiens (Human),Homo sapiens (Human),19953087
93,P46934,NEDD4_HUMAN,NEDD4,NEDD4~~KIAA0093~~NEDD4-1~~PIG53,E3 ubiquitin-protein ligase NEDD4 ~~Cell proliferation-inducing gene 53 protein~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,Q13571,LAPM5_HUMAN,LAPTM5,LAPTM5~~KIAA0085,Lysosomal-associated transmembrane protein 5 ~~Lysosomal-associated multitransmembrane protein 5~~Retinoic acid-inducible E3 protein,Homo sapiens (Human),Homo sapiens (Human),19953087
94,P46934,NEDD4_HUMAN,NEDD4,NEDD4~~KIAA0093~~NEDD4-1~~PIG53,E3 ubiquitin-protein ligase NEDD4 ~~Cell proliferation-inducing gene 53 protein~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,P51168,SCNNB_HUMAN,SCNN1B,SCNN1B,Amiloride-sensitive sodium channel subunit beta ~~Beta-NaCH~~Epithelial Na+ channel subunit beta~~Beta-ENaC~~ENaCB~~Nonvoltage-gated sodium channel 1 subunit beta~~SCNEB,Homo sapiens (Human),Homo sapiens (Human),19953087
95,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q92630,DYRK2_HUMAN,DYRK2,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2 ,Homo sapiens (Human),Homo sapiens (Human),19965871
96,Q9P2J3,KLHL9_HUMAN,KLHL9,KLHL9~~KIAA1354,Kelch-like protein 9,Q96GD4,AURKB_HUMAN,AURKB,AURKB~~AIK2~~AIM1~~AIRK2~~ARK2~~STK1~~STK12~~STK5,Aurora kinase B ~~Aurora 1~~Aurora- and IPL1-like midbody-associated protein 1~~AIM-1~~Aurora/IPL1-related kinase 2~~ARK-2~~Aurora-related kinase 2~~STK-1~~Serine/threonine-protein kinase 12~~Serine/threonine-protein kinase 5~~Serine/threonine-protein kinase aurora-B,Homo sapiens (Human),Homo sapiens (Human),19995937
97,Q9P2N7,KLH13_HUMAN,KLHL13,KLHL13~~BKLHD2~~KIAA1309,Kelch-like protein 13 ~~BTB and kelch domain-containing protein 2,Q96GD4,AURKB_HUMAN,AURKB,AURKB~~AIK2~~AIM1~~AIRK2~~ARK2~~STK1~~STK12~~STK5,Aurora kinase B ~~Aurora 1~~Aurora- and IPL1-like midbody-associated protein 1~~AIM-1~~Aurora/IPL1-related kinase 2~~ARK-2~~Aurora-related kinase 2~~STK-1~~Serine/threonine-protein kinase 12~~Serine/threonine-protein kinase 5~~Serine/threonine-protein kinase aurora-B,Homo sapiens (Human),Homo sapiens (Human),19995937
98,Q92844,TANK_HUMAN,TANK,TANK~~ITRAF~~TRAF2,TRAF family member-associated NF-kappa-B activator ~~TRAF-interacting protein~~I-TRAF,Q8IUC6,TCAM1_HUMAN,TICAM1,TICAM1~~PRVTIRB~~TRIF,"TIR domain-containing adapter molecule 1 ~~TICAM-1~~Proline-rich, vinculin and TIR domain-containing protein B~~Putative NF-kappa-B-activating protein 502H~~Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta~~MyD88-3~~TIR domain-containing adapter protein inducing IFN-beta",Homo sapiens (Human),Homo sapiens (Human),20047764
99,P46934,NEDD4_HUMAN,NEDD4,NEDD4~~KIAA0093~~NEDD4-1~~PIG53,E3 ubiquitin-protein ligase NEDD4 ~~Cell proliferation-inducing gene 53 protein~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,Q01959,SC6A3_HUMAN,SLC6A3,SLC6A3~~DAT1,Sodium-dependent dopamine transporter ~~DA transporter~~DAT~~Solute carrier family 6 member 3,Homo sapiens (Human),Homo sapiens (Human),20051513
100,Q12834,CDC20_HUMAN,CDC20,CDC20,Cell division cycle protein 20 homolog ~~p55CDC,P49454,CENPF_HUMAN,CENPF,CENPF,Centromere protein F ~~CENP-F~~AH antigen~~Kinetochore protein CENPF~~Mitosin,Homo sapiens (Human),Homo sapiens (Human),20053638
101,Q693B1,KCD11_HUMAN,KCTD11,KCTD11~~C17orf36~~REN,BTB/POZ domain-containing protein KCTD11 ~~KCASH1 protein~~Potassium channel tetramerization domain-containing protein 11~~RING-type E3 ubiquitin transferase subunit KCTD11,Q13547,HDAC1_HUMAN,HDAC1,HDAC1~~RPD3L1,Histone deacetylase 1 ~~HD1 ,Homo sapiens (Human),Homo sapiens (Human),20081843
102,Q53G59,KLH12_HUMAN,KLHL12,KLHL12~~C3IP1,Kelch-like protein 12 ~~CUL3-interacting protein 1~~DKIR homolog~~hDKIR,P21917,DRD4_HUMAN,DRD4,DRD4,D~~4 dopamine receptor~~D2C dopamine receptor~~Dopamine D4 receptor,Homo sapiens (Human),Homo sapiens (Human),20100572
103,P15918,RAG1_HUMAN,RAG1,RAG1~~RNF74,V~~DJ recombination-activating protein 1~~RAG-1~~RING finger protein 74 [Includes: Endonuclease RAG1 ; E3 ubiquitin-protein ligase RAG1 ~~RING-type E3 ubiquitin transferase RAG1],Q16695,H31T_HUMAN,H3-4,H3-4~~H3FT~~HIST3H3,Histone H3.1t ~~H3/t~~H3t~~H3/g~~Histone H3.4,Homo sapiens (Human),Homo sapiens (Human),20122409
104,Q9NZJ0,DTL_HUMAN,DTL,DTL~~CDT2~~CDW1~~DCAF2~~L2DTL~~RAMP,Denticleless protein homolog ~~DDB1- and CUL4-associated factor 2~~Lethal2 denticleless protein homolog~~Retinoic acid-regulated nuclear matrix-associated protein,P12004,PCNA_HUMAN,PCNA,PCNA,Proliferating cell nuclear antigen ~~PCNA~~Cyclin,Homo sapiens (Human),Homo sapiens (Human),20129063
105,Q96CS3,FAF2_HUMAN,FAF2,FAF2~~ETEA~~KIAA0887~~UBXD8~~UBXN3B,FAS-associated factor 2 ~~Protein ETEA~~UBX domain-containing protein 3B~~UBX domain-containing protein 8,P21359,NF1_HUMAN,NF1,NF1,Neurofibromin ~~Neurofibromatosis-related protein NF-1 ,Homo sapiens (Human),Homo sapiens (Human),20160012
106,Q9UKT5,FBX4_HUMAN,FBXO4,FBXO4~~FBX4,F-box only protein 4,P54274,TERF1_HUMAN,TERF1,TERF1~~PIN2~~TRBF1~~TRF~~TRF1,Telomeric repeat-binding factor 1 ~~NIMA-interacting protein 2~~TTAGGG repeat-binding factor 1~~Telomeric protein Pin2/TRF1,Homo sapiens (Human),Homo sapiens (Human),20181953
107,Q8IUQ4,SIAH1_HUMAN,SIAH1,SIAH1~~HUMSIAH,E3 ubiquitin-protein ligase SIAH1 ~~RING-type E3 ubiquitin transferase SIAH1~~Seven in absentia homolog 1~~Siah-1~~Siah-1a,Q9HB71,CYBP_HUMAN,CACYBP,CACYBP~~S100A6BP~~SIP~~PNAS-107,Calcyclin-binding protein ~~CacyBP~~hCacyBP~~S100A6-binding protein~~Siah-interacting protein,Homo sapiens (Human),Homo sapiens (Human),20181957
108,Q86TM6,SYVN1_HUMAN,SYVN1,SYVN1~~HRD1~~KIAA1810,E3 ubiquitin-protein ligase synoviolin ~~RING-type E3 ubiquitin transferase synoviolin~~Synovial apoptosis inhibitor 1,P05067,A4_HUMAN,APP,APP~~A4~~AD1,Amyloid-beta precursor protein ~~APP~~ABPP~~APPI~~Alzheimer disease amyloid protein~~Amyloid precursor protein~~Amyloid-beta A4 protein~~Cerebral vascular amyloid peptide~~CVAP~~PreA4~~Protease nexin-II~~PN-II ,Homo sapiens (Human),Homo sapiens (Human),20237263
